country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
AT;Austria;NA;NA;NA;NA;NA;2020-11-02T00:00:00Z;-17;-14;7;-31;-31;7
AT;Austria;NA;NA;NA;NA;NA;2020-11-03T00:00:00Z;-50;-16;-12;-43;-30;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-04T00:00:00Z;-47;-12;-25;-39;-28;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-05T00:00:00Z;-45;-10;-19;-37;-28;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-06T00:00:00Z;-46;-8;-7;-38;-28;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-07T00:00:00Z;-46;-12;13;-42;-24;9
AT;Austria;NA;NA;NA;NA;NA;2020-11-08T00:00:00Z;-67;-36;9;-45;-32;7
AT;Austria;NA;NA;NA;NA;NA;2020-11-09T00:00:00Z;-40;-14;-18;-37;-28;10
AT;Austria;NA;NA;NA;NA;NA;2020-11-10T00:00:00Z;-41;-11;-12;-36;-28;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-11T00:00:00Z;-43;-12;-15;-36;-29;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-12T00:00:00Z;-44;-11;-21;-37;-29;11
AT;Austria;NA;NA;NA;NA;NA;2020-11-13T00:00:00Z;-42;-6;-18;-38;-29;12
AT;Austria;NA;NA;NA;NA;NA;2020-11-14T00:00:00Z;-38;-7;-4;-42;-24;8
AT;Austria;NA;NA;NA;NA;NA;2020-11-15T00:00:00Z;-68;-38;-1;-45;-30;7
AT;Austria;NA;NA;NA;NA;NA;2020-11-16T00:00:00Z;-19;-2;-24;-33;-27;8
AT;Austria;NA;NA;NA;NA;NA;2020-11-17T00:00:00Z;-69;-27;-11;-51;-40;16
AT;Austria;NA;NA;NA;NA;NA;2020-11-18T00:00:00Z;-67;-21;5;-49;-40;15
AT;Austria;NA;NA;NA;NA;NA;2020-11-19T00:00:00Z;-69;-21;-34;-53;-41;17
AT;Austria;NA;NA;NA;NA;NA;2020-11-20T00:00:00Z;-70;-18;-35;-54;-41;18
AT;Austria;NA;NA;NA;NA;NA;2020-11-21T00:00:00Z;-73;-21;-4;-56;-36;13
AT;Austria;NA;NA;NA;NA;NA;2020-11-22T00:00:00Z;-73;-45;6;-52;-37;9
AT;Austria;NA;NA;NA;NA;NA;2020-11-23T00:00:00Z;-64;-21;-28;-51;-39;15
AT;Austria;NA;NA;NA;NA;NA;2020-11-24T00:00:00Z;-65;-19;-13;-50;-39;15
AT;Austria;NA;NA;NA;NA;NA;2020-11-25T00:00:00Z;-66;-18;-23;-51;-39;16
AT;Austria;NA;NA;NA;NA;NA;2020-11-26T00:00:00Z;-67;-18;-30;-51;-39;16
AT;Austria;NA;NA;NA;NA;NA;2020-11-27T00:00:00Z;-67;-13;-31;-53;-39;17
AT;Austria;NA;NA;NA;NA;NA;2020-11-28T00:00:00Z;-71;-17;-22;-56;-34;13
AT;Austria;NA;NA;NA;NA;NA;2020-11-29T00:00:00Z;-73;-44;-5;-51;-35;9
AT;Austria;NA;NA;NA;NA;NA;2020-11-30T00:00:00Z;-60;-15;-16;-47;-37;13
AT;Austria;NA;NA;NA;NA;NA;2020-12-01T00:00:00Z;-62;-12;-21;-48;-37;14
AT;Austria;NA;NA;NA;NA;NA;2020-12-02T00:00:00Z;-64;-14;-29;-49;-37;15
AT;Austria;NA;NA;NA;NA;NA;2020-12-03T00:00:00Z;-65;-15;-29;-46;-38;16
AT;Austria;NA;NA;NA;NA;NA;2020-12-04T00:00:00Z;-64;-7;-35;-49;-37;16
AT;Austria;NA;NA;NA;NA;NA;2020-12-05T00:00:00Z;-68;-12;-22;-51;-31;12
AT;Austria;NA;NA;NA;NA;NA;2020-12-06T00:00:00Z;-73;-44;-26;-51;-33;9
AT;Austria;NA;NA;NA;NA;NA;2020-12-07T00:00:00Z;-25;5;-16;-40;-43;12
AT;Austria;NA;NA;NA;NA;NA;2020-12-08T00:00:00Z;-50;-48;-8;-60;-79;24
AT;Austria;NA;NA;NA;NA;NA;2020-12-09T00:00:00Z;-38;-2;-28;-34;-26;10
AT;Austria;NA;NA;NA;NA;NA;2020-12-10T00:00:00Z;-40;-5;-37;-35;-26;11
AT;Austria;NA;NA;NA;NA;NA;2020-12-11T00:00:00Z;-40;-1;-28;-35;-25;10
AT;Austria;NA;NA;NA;NA;NA;2020-12-12T00:00:00Z;-39;-3;-22;-37;-21;8
AT;Austria;NA;NA;NA;NA;NA;2020-12-13T00:00:00Z;-68;-36;-17;-44;-30;8
AT;Austria;NA;NA;NA;NA;NA;2020-12-14T00:00:00Z;-31;-5;-15;-33;-25;8
AT;Austria;NA;NA;NA;NA;NA;2020-12-15T00:00:00Z;-34;-2;-16;-33;-26;9
AT;Austria;NA;NA;NA;NA;NA;2020-12-16T00:00:00Z;-35;0;-19;-32;-25;9
AT;Austria;NA;NA;NA;NA;NA;2020-12-17T00:00:00Z;-37;0;-23;-31;-25;10
AT;Austria;NA;NA;NA;NA;NA;2020-12-18T00:00:00Z;-38;1;-23;-30;-25;10
AT;Austria;NA;NA;NA;NA;NA;2020-12-19T00:00:00Z;-38;-1;-23;-33;-21;8
AT;Austria;NA;NA;NA;NA;NA;2020-12-20T00:00:00Z;-70;-37;-17;-45;-31;8
AT;Austria;NA;NA;NA;NA;NA;2020-12-21T00:00:00Z;-19;10;-16;-33;-30;9
AT;Austria;NA;NA;NA;NA;NA;2020-12-22T00:00:00Z;-24;18;-20;-34;-32;10
AT;Austria;NA;NA;NA;NA;NA;2020-12-23T00:00:00Z;-23;35;-11;-34;-39;10
AT;Austria;NA;NA;NA;NA;NA;2020-12-24T00:00:00Z;-63;-24;-41;-60;-76;20
AT;Austria;NA;NA;NA;NA;NA;2020-12-25T00:00:00Z;-90;-92;-45;-73;-86;24
AT;Austria;NA;NA;NA;NA;NA;2020-12-26T00:00:00Z;-86;-90;-17;-63;-56;14
AT;Austria;NA;NA;NA;NA;NA;2020-12-27T00:00:00Z;-73;-39;-7;-53;-37;8
AT;Austria;NA;NA;NA;NA;NA;2020-12-28T00:00:00Z;-66;-13;-27;-62;-64;21
AT;Austria;NA;NA;NA;NA;NA;2020-12-29T00:00:00Z;-63;-13;19;-57;-65;20
AT;Austria;NA;NA;NA;NA;NA;2020-12-30T00:00:00Z;-60;8;-11;-57;-64;20
AT;Austria;NA;NA;NA;NA;NA;2020-12-31T00:00:00Z;-68;-12;7;-61;-75;22
AT;Austria;NA;NA;NA;NA;NA;2021-01-01T00:00:00Z;-90;-93;-30;-78;-87;29
AT;Austria;NA;NA;NA;NA;NA;2021-01-02T00:00:00Z;-74;-26;-24;-59;-39;14
AT;Austria;NA;NA;NA;NA;NA;2021-01-03T00:00:00Z;-74;-47;-16;-52;-34;9
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-15T00:00:00Z;-3;-3;57;21;-7;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-16T00:00:00Z;15;NA;47;11;-2;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-17T00:00:00Z;9;6;24;12;3;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-18T00:00:00Z;6;5;28;8;2;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-19T00:00:00Z;3;4;12;9;2;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-20T00:00:00Z;3;4;19;10;3;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-21T00:00:00Z;0;8;-5;2;4;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-22T00:00:00Z;4;1;74;34;5;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-23T00:00:00Z;8;NA;9;8;0;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-24T00:00:00Z;9;8;8;13;2;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-25T00:00:00Z;18;6;NA;15;-1;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-26T00:00:00Z;-5;11;-9;-1;-1;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-27T00:00:00Z;-2;8;10;4;3;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-28T00:00:00Z;-3;13;-9;0;2;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-02-29T00:00:00Z;-9;1;12;6;-1;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-01T00:00:00Z;2;NA;18;-2;0;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-02T00:00:00Z;3;8;19;9;4;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-03T00:00:00Z;1;6;5;3;3;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-04T00:00:00Z;2;4;13;8;3;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-05T00:00:00Z;2;2;18;7;3;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-06T00:00:00Z;-1;2;-17;0;4;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-07T00:00:00Z;-3;-3;26;12;1;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-08T00:00:00Z;19;NA;54;5;0;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-09T00:00:00Z;4;6;19;7;3;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-10T00:00:00Z;2;9;33;9;1;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-11T00:00:00Z;-2;20;33;8;1;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-12T00:00:00Z;-1;30;53;6;0;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-13T00:00:00Z;-16;52;7;3;-4;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-14T00:00:00Z;-41;-13;67;6;-11;9
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-15T00:00:00Z;-57;NA;35;-13;-23;9
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-16T00:00:00Z;-66;-8;-3;-41;-43;17
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-17T00:00:00Z;-73;-30;45;-45;-55;22
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-18T00:00:00Z;-72;-30;69;-45;-58;22
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-19T00:00:00Z;-74;-27;34;-38;-59;24
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-20T00:00:00Z;-79;-30;36;-44;-58;25
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-21T00:00:00Z;-87;-43;-31;-44;-53;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-22T00:00:00Z;-88;-58;-33;-56;-54;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-23T00:00:00Z;-74;-31;-37;-61;-60;24
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-24T00:00:00Z;-76;-34;-8;-56;-62;25
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-25T00:00:00Z;-77;-36;-30;-58;-62;26
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-26T00:00:00Z;-74;-29;-6;-52;-62;26
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-27T00:00:00Z;-75;-30;29;-49;-59;25
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-28T00:00:00Z;-83;-36;35;-32;-47;16
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-29T00:00:00Z;-83;NA;19;-43;-49;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-30T00:00:00Z;-72;-29;-27;-59;-58;22
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-03-31T00:00:00Z;-71;-25;12;-49;-59;23
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-01T00:00:00Z;-72;-30;10;-44;-59;22
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-02T00:00:00Z;-71;-26;22;-44;-59;24
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-03T00:00:00Z;-75;-28;5;-46;-59;24
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-04T00:00:00Z;-82;-37;15;-34;-45;16
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-05T00:00:00Z;-78;NA;44;-32;-43;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-06T00:00:00Z;-66;-25;21;-45;-58;20
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-07T00:00:00Z;-68;-23;52;-39;-59;21
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-08T00:00:00Z;-67;-20;36;-38;-58;20
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-09T00:00:00Z;-65;-8;34;-40;-59;22
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-10T00:00:00Z;-74;-20;15;-46;-65;25
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-11T00:00:00Z;-80;-33;21;-27;-43;15
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-12T00:00:00Z;-80;NA;29;-35;-41;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-13T00:00:00Z;-90;-95;23;-65;-86;29
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-14T00:00:00Z;-55;-17;3;-41;-53;20
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-15T00:00:00Z;-55;-21;25;-33;-51;18
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-16T00:00:00Z;-54;-14;44;-34;-50;19
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-17T00:00:00Z;-57;-17;35;-33;-49;19
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-18T00:00:00Z;-71;-27;35;NA;-30;13
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-19T00:00:00Z;-83;NA;-8;NA;-38;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-20T00:00:00Z;-48;-22;38;NA;-46;15
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-21T00:00:00Z;-50;-19;45;NA;-47;17
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-22T00:00:00Z;-52;-20;37;NA;-47;17
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-23T00:00:00Z;-54;-14;47;NA;-47;18
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-24T00:00:00Z;-58;-18;38;NA;-47;18
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-25T00:00:00Z;-66;-22;54;NA;-29;12
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-26T00:00:00Z;-66;NA;89;NA;-29;NA
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-27T00:00:00Z;-46;-18;36;NA;-43;15
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-28T00:00:00Z;-49;-16;77;NA;-43;14
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-29T00:00:00Z;-48;-4;8;NA;-44;17
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-04-30T00:00:00Z;-35;23;59;NA;-43;13
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-01T00:00:00Z;-84;-94;70;NA;-80;27
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-02T00:00:00Z;-42;6;79;NA;-17;8
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-03T00:00:00Z;-66;NA;57;NA;-24;8
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-04T00:00:00Z;-21;-3;53;NA;-34;10
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-05T00:00:00Z;-28;-3;30;NA;-36;13
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-06T00:00:00Z;-29;-1;39;NA;-35;12
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-07T00:00:00Z;-28;-1;65;NA;-35;12
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-08T00:00:00Z;-34;-1;76;NA;-37;12
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-09T00:00:00Z;-43;-4;89;NA;-12;6
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-10T00:00:00Z;-51;NA;97;NA;-4;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-11T00:00:00Z;-25;-11;29;NA;-33;10
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-12T00:00:00Z;-30;-7;40;NA;-33;12
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-13T00:00:00Z;-31;-9;31;NA;-33;11
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-14T00:00:00Z;-32;-5;45;NA;-32;11
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-15T00:00:00Z;-28;-8;12;NA;-32;12
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-16T00:00:00Z;-33;-20;97;NA;-5;6
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-17T00:00:00Z;-18;NA;130;NA;-6;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-18T00:00:00Z;-9;-10;79;NA;-24;7
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-19T00:00:00Z;-9;-2;NA;NA;-24;8
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-20T00:00:00Z;5;35;80;NA;-25;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-21T00:00:00Z;-46;-92;NA;NA;-78;22
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-22T00:00:00Z;-4;6;109;NA;-40;11
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-23T00:00:00Z;-27;-12;70;NA;-7;7
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-24T00:00:00Z;-16;NA;100;NA;-3;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-25T00:00:00Z;-10;-3;10;NA;-24;8
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-26T00:00:00Z;-15;-4;28;NA;-22;9
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-27T00:00:00Z;-12;-6;63;NA;-22;7
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-28T00:00:00Z;-12;1;44;NA;-22;8
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-29T00:00:00Z;-12;4;87;NA;-23;7
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-30T00:00:00Z;-16;-1;154;NA;4;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-05-31T00:00:00Z;-17;NA;38;NA;-7;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-01T00:00:00Z;-28;-92;NA;NA;-75;18
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-02T00:00:00Z;6;17;NA;NA;-26;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-03T00:00:00Z;-6;1;62;NA;-19;6
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-04T00:00:00Z;-3;1;NA;NA;-18;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-05T00:00:00Z;-7;3;60;NA;-18;6
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-06T00:00:00Z;-6;-9;NA;NA;10;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-07T00:00:00Z;28;NA;NA;NA;14;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-08T00:00:00Z;11;2;75;NA;-21;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-09T00:00:00Z;9;2;NA;NA;-20;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-10T00:00:00Z;23;37;79;NA;-21;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-11T00:00:00Z;-24;-92;NA;NA;-74;17
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-12T00:00:00Z;19;14;NA;NA;-36;7
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-13T00:00:00Z;0;-5;NA;NA;9;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-14T00:00:00Z;18;NA;112;NA;16;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-15T00:00:00Z;15;3;82;NA;-19;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-16T00:00:00Z;11;2;NA;NA;-17;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-17T00:00:00Z;12;1;89;NA;-17;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-18T00:00:00Z;9;2;82;NA;-18;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-19T00:00:00Z;3;-3;112;NA;-17;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-20T00:00:00Z;-7;-7;90;NA;5;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-21T00:00:00Z;-7;NA;36;NA;5;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-22T00:00:00Z;14;-2;91;NA;-19;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-23T00:00:00Z;14;-2;NA;NA;-18;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-24T00:00:00Z;14;-2;NA;NA;-17;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-25T00:00:00Z;13;1;99;NA;-18;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-26T00:00:00Z;6;-1;142;NA;-18;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-27T00:00:00Z;-3;-11;NA;NA;7;0
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-28T00:00:00Z;49;NA;NA;NA;13;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-29T00:00:00Z;11;-1;55;NA;-19;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-06-30T00:00:00Z;24;2;NA;NA;-17;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-01T00:00:00Z;20;0;NA;NA;-16;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-02T00:00:00Z;17;2;101;NA;-16;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-03T00:00:00Z;20;8;115;NA;-19;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-04T00:00:00Z;5;-8;NA;NA;7;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-05T00:00:00Z;58;NA;NA;NA;10;-3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-06T00:00:00Z;22;3;NA;NA;-27;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-07T00:00:00Z;31;8;NA;NA;-26;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-08T00:00:00Z;24;3;NA;NA;-25;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-09T00:00:00Z;18;1;NA;NA;-26;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-10T00:00:00Z;3;-5;NA;NA;-28;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-11T00:00:00Z;-2;-4;104;NA;-3;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-12T00:00:00Z;62;NA;NA;NA;7;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-13T00:00:00Z;32;5;NA;NA;-29;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-14T00:00:00Z;30;4;NA;NA;-29;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-15T00:00:00Z;29;5;NA;NA;-28;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-16T00:00:00Z;24;7;NA;NA;-28;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-17T00:00:00Z;11;-1;142;NA;-28;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-18T00:00:00Z;-2;-6;145;NA;0;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-19T00:00:00Z;45;NA;NA;NA;4;-1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-20T00:00:00Z;25;2;NA;NA;-30;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-21T00:00:00Z;22;0;NA;NA;-30;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-22T00:00:00Z;30;5;NA;NA;-28;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-23T00:00:00Z;25;1;NA;NA;-27;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-24T00:00:00Z;9;-3;NA;NA;-29;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-25T00:00:00Z;-1;-9;NA;NA;-1;1
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-26T00:00:00Z;55;NA;NA;NA;8;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-27T00:00:00Z;28;3;NA;NA;-33;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-28T00:00:00Z;20;1;NA;NA;-32;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-29T00:00:00Z;29;3;NA;NA;-32;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-30T00:00:00Z;26;2;NA;NA;-32;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-07-31T00:00:00Z;14;1;NA;NA;-32;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-01T00:00:00Z;4;-8;NA;NA;2;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-02T00:00:00Z;63;NA;NA;NA;7;-3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-03T00:00:00Z;40;9;NA;NA;-36;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-04T00:00:00Z;34;3;NA;NA;-36;6
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-05T00:00:00Z;29;8;NA;NA;-36;5
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-06T00:00:00Z;38;2;NA;NA;-34;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-07T00:00:00Z;17;-3;NA;NA;-34;3
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-08T00:00:00Z;4;-9;NA;NA;0;-2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-09T00:00:00Z;64;NA;NA;NA;6;-4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-10T00:00:00Z;29;5;NA;NA;-34;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-11T00:00:00Z;30;6;NA;NA;-35;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-12T00:00:00Z;36;9;NA;NA;-33;2
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-13T00:00:00Z;30;8;NA;NA;-35;4
AT;Austria;Burgenland;NA;NA;AT-1;NA;2020-08-14T00:00:00Z;23;27;NA;NA;-35;3
